USER-UPVOTES,POST_NUMBER,QUESTION,TIME-STAMPS,USER,POST,POST-UPVOTES,PAGE_NUMBER_OF_THE_POST,SUBJECT
1,19,NO,"Sun, Jul  16 '17 at 11:56PM EDT",gelu65,I have not read in here if anyone has talked to him about how HE wants to be going to the bathroom. It may be impossible to  take care of him right like staff want to but staff can be very cruel in their handling of patients. I am 82 but worked maintenance in a nursing facility and have seen some very bad care. The pay in nursing homes is so low the workers are angry and some take it out on patients and some are just lazy. I seen 1 nurse that got caught stuffing very strong paper towels into the butt so they don't have to clean so much and make more beds then when their shift is over the pull the towel and turn their patient over to the next nurse. When you find a concientous nurse their patients are lucky and show it. If you cannot talk or have no family to keep an eye out for nurses who will use every trick of the trade to make it easier for themselves or administrators who want bigger profits from medicare recipients. If a patient cant talk for themselves they end up with a feeding tube even if they can feed themselves OK. It is too hard for nurses to hand feed their patients sometimes and food is picked up and some never ate. That is the reason for weighing every week. Well I got that off my chest and I feel better.   Jerry,0,1,Need Advice-Willful fecal incontinence
7,1,YES,"Sat, Aug  29 '15 at 5:56PM EDT",Wearingnow,"Due to medications I am taking I can not make it more then a couple of hours without having the need to urinate. I take the pill at night so I can go out in the daytime.
I have just started with plastic pants at night. The legs bind too tight .

Any suggestions on a brand with leg openings that are comfortable?",0,1,Need comfortable plastic pants
7,2,NO,"Sat, Aug  29 '15 at 9:08PM EDT",Wearingnow,"I got a reply to my request, but I deleted everything before I got the address.
Thank you for the suggestion.",0,1,Need comfortable plastic pants
37,3,NO,"Thu, Sep  3 '15 at 11:52PM EDT",msuspartan,"I had some leak master PUL pants were that were quite comfortable.

I also take a diuretic in the evening.",1,1,Need comfortable plastic pants
85,4,NO,"Thu, May  12 '16 at 10:45PM EDT",Vestalm,"Wearingnow, Sorry for the late reply but I'm new to this forum. Have you tried Gary Wear Active Briefs (NorthShore Care Supply)? 

 http://www.northshorecare.com/diapers/diaper-covers/garywear-active-briefs-diaper-covers.html

I have tried a lot of different brands already and so far that one is my favorite. They are very comfortable, quiet, breathe well, and have a high back for excellent night/sleeping protection.",2,1,Need comfortable plastic pants
76,5,NO,"Fri, May  13 '16 at 10:23AM EDT",Patrick,You might try Angel Fluff and DMPonline.,1,1,Need comfortable plastic pants
31,6,NO,"Sat, May  14 '16 at 12:25PM EDT",Bobby103,"Try babykins.com , The 6 mill plastic pants last a while and work quite well. They have an extensive line of adult incontinent products.",1,1,Need comfortable plastic pants
82,7,NO,"Sat, Jul  23 '16 at 6:38PM EDT",andy1050,"Here is other sources I've used in the past...waterproof pants and more:

 https://www.llmedico.com/

 http://protex-medical.myshopify.com/",0,1,Need comfortable plastic pants
4,8,NO,"Sat, Aug  6 '16 at 3:58PM EDT",Joey2000,"I use this company and recommend their
Suprima plastic pants #1249. They wear well anI have been using them for years.


 http://www.b4ns.com/",0,1,Need comfortable plastic pants
82,9,NO,"Wed, Sep  7 '16 at 2:06PM EDT",andy1050,"Add one more link:
 http://www.driwear.com/",1,1,Need comfortable plastic pants
4,10,NO,"Sun, Nov  20 '16 at 6:07PM EST",63gege63,"What works for me whatever the brand and the dealer to be chose is that a waterproof pants should be 
1)breathable (i.e. PUL = laminated polyurethane)  
2)with large legs and waist bands.
3)pull-up (for the fuly valid), snap side for those with impaired motions or difficulties 

PUL = laminated polyurethane breathable is to be prefered to PVC (vinyl) or rubber (non breathable)
for the matress cover Breathable =PUL is the best choice as well

I was a teen bed wetter in the 60's, I remember that the pants and pillow and matress protectors all 3 made from vinyl were like stoves in hot weather. Narrow leg or waist bands may induce skin burns or rash.

After prosrate surgery 3 years ago I am back to bed wetting, thus I wear the type of diaper cover as above

B4NS have SUPRIMA ref 1249 but it's far to be the only possible choice",0,1,Need comfortable plastic pants
19,11,NO,"Tue, Nov  22 '16 at 12:17PM EST",melupus,"I am using GaryWear Active Briefs. They are perfect for me, are effective, comfortable to wear, and I am comfortable being seen in them in case that happens. Also, they are not too hot, they move well when I am active, and they don't feel like plastic.
 https://www.amazon.com/GaryWear-Active-Brief-Large-Gray/dp/B00B8N8WEY/ref=sr_1_1_a_it?ie=UTF8&qid=1479834833&sr=8-1&keywords=gary+active+brief",0,1,Need comfortable plastic pants
37,12,NO,"Tue, Nov  22 '16 at 2:18PM EST",msuspartan,I also take a diuretic.  Also take it at night.,0,1,Need comfortable plastic pants
1,1,YES,"Tue, Aug  18 '15 at 8:20PM EDT",dannie61,I am a 54 year old female and have been suffering from a nervous bladder ever since I was a child. I have no problem holding my urine in but when I get emotionally stressed or in a situation when I start to panic I lose bladder control. I had a panic attack at work 2 months ago and this happened in front of my boss ... I was mortified. I know it is my anxiety that is causing this and it's now a catch 22 situation ... because I'm always so worried about losing bladder control I'm in a constant flight / fight mode which only makes my nervous bladder worse. I finally plucked up the courage to see my doctor last week and am now on 5mg vesicare a day. I just find it impossible to relax and enjoy life now. Does anyone else have this problem ? Any advise would be much appreciated.,0,1,Nervous bladder
1,2,NO,"Tue, Aug  18 '15 at 9:25PM EDT",dkingsb,"If I may ask, have you tried kegaling exercises?   The reason I'm mentioning this is that I've had a radical proscetomy, before all this my urologist suggested kegaling. It helps. I get a nervous/overactive bladder,sometimes- I love my coffee, but...   the best to you.",0,1,Nervous bladder
1,3,NO,"Wed, Aug  19 '15 at 7:28PM EDT",robt,"I am 74 years old & had prostate removed in 2001. I have had incontinence ever since then. There are several good medications for your problem and if Vesicare does not work try Detrol la or myrbetrig. I took Myrbetrig for years and it worked fine until a year ago. It is more expensive than Detrol. If one medication does not work, try another.
There is a simple operation that the urologist can do on women and I suggest you look into that first.",0,1,Nervous bladder
1,4,NO,"Thu, Aug  20 '15 at 3:28PM EDT",dkingsb,"Dannie, Robts suggestions sound good. You'll do well.
Robt,
God bless you! Did you have a robotic prostatectomy at the time?  Thanks",0,1,Nervous bladder
1,5,NO,"Thu, Aug  20 '15 at 8:10PM EDT",dannie61,"Thanks guys. I've been doing Kegel exercises for months but not helping. A female friend had the op and that didn't help her at all. Have been on Vesicare for nearly a week, I think it's helping but probably too soon to be sure. I think a large part of my problem is my anxiety which triggers the nervous bladder, doc doesn't want to give medication for that so will see how things go ",0,1,Nervous bladder
1,6,NO,"Sun, Nov  8 '15 at 5:46PM EST",Rebel,"Thanks to all of you...just joined...72 year old male.low carb diet, lot of exercise, spinal fusion 7 years ago... Nocturia/ OAB .. Urologist ruled out BPh, psa etc..tried mybetrig, Nocdurna ( decompressin , concerned about side affects).. Have not tried kegel ( will do so ), assessing anxiety as a cause.. noticed in one mail on the site that acid intake may be aproblem .. Eat a lot of fruit ( has anyone found reduction helpful).. Anyway appreciate the site.",0,1,Nervous bladder
76,7,NO,"Sun, Nov  8 '15 at 5:55PM EST",Patrick,"While your doctor is experimenting with various medications, you might still need protection of some sort.  This could mean an external catheter if you're male, an insert if you're female, or diapers.  Discovering what works and what fails is often trial and error, so do not give up at the first accident.  Good luck.",0,1,Nervous bladder
