Problem/Soltuion,Number,hkroger,snehal,eschare,# Category, Category
Solution,1314.1,1,1,1,2a,Info Sources
Problem,1315,0,1,1,10a,General Information
Solution,1315.1,*,*,*,*,*
Problem,1316,1,1,1,6i,Symptoms
Solution,1316.1,1,1,1,3a,Caregiver Wellbeing
Solution,1316.2,1,1,1,3a,Caregiver Wellbeing
Problem,1317,1,1,1,4a,Medicines
Solution,1317.1,1,0,1,5a,Doctor Consultations
Solution,1317.2,1,1,1,3c,Caregiver Wellbeing
Solution,1317.3,0,1,1,3a,Caregiver Wellbeing
Problem,1318,0,1,1,9h,Doctors and Nursing Homes
Solution,1318.1,1,1,1,3a,Caregiver Wellbeing
Solution,1318.2,0,1,1,3a,Caregiver Wellbeing
Problem,1319,0,1,1,9a,Doctors and Nursing Homes
Solution,1319.1,1,0,1,2a,Info Sources
Solution,1319.2,*,*,*,*,*
Problem,1320,*,*,*,*,*
Problem,1321,1,1,1,9a,Doctors and Nursing Homes
Problem,1322,*,*,*,*,*
Solution,1322.1,1,0,1,3a,Caregiver Wellbeing
Solution,1322.2,1,1,1,3a,Caregiver Wellbeing
Solution,1322.3,1,1,0,3c,Caregiver Wellbeing
Problem,1323,*,*,*,*,*
Solution,1323.1,*,*,*,*,*
Problem,1324,1,1,1,6e,Symptoms
Solution,1324.1,*,*,*,*,*
Problem,1325,*,*,*,*,*
Solution,1325.1,0,1,1,4d,Strategies to handle the patient
Problem,1326,*,*,*,*,*
Solution,1326.1,1,1,0,8e,Home Care/Nursing Homes
Problem,1327,1,1,1,1b,Emotions of the Care Giver
Solution,1327.1,1,1,1,2a,Info Sources
Problem,1328,*,*,*,*,*
Solution,1328.1,1,1,0,3a,Caregiver Wellbeing
Problem,1329,1,1,1,5g,Legal Financial
Solution,1329.1,1,1,0,1e,Contact Professional For Assitance
Problem,1330,1,1,0,5d,Legal Financial
Solution,1330.1,1,0,1,1d,Contact Professional For Assitance
Solution,1330.2,1,1,1,1d,Contact Professional For Assitance
Problem,1331,*,*,*,*,*
Solution,1331.1,1,1,1,4b,Strategies to handle the patient
Problem,1332,1,1,1,6n,Symptoms
Solution,1332.1,*,*,*,*,*
Solution,1332.2,1,1,1,3a,Caregiver Wellbeing
Problem,1333,1,1,0,2e,Conflicts
Solution,1333.1,1,1,1,3a,Caregiver Wellbeing
Solution,1333.2,1,1,0,3c,Caregiver Wellbeing
Problem,1334,0,1,1,6b,Symptoms
Solution,1334.1,1,1,1,5a,Doctor Consultations
Problem,1335,*,*,*,*,*
Solution,1335.1,*,*,*,*,*
Problem,1336,1,1,1,7d,Physical Saftey
Solution,1336.1,1,1,0,2a,Info Sources
Problem,1337,1,1,1,6b,Symptoms
Solution,1337.1,1,1,1,3a,Caregiver Wellbeing
Solution,1337.2,1,0,1,8f,Home Care/Nursing Homes
Problem,1338,*,*,*,*,*
Solution,1338.1,*,*,*,*,*
Problem,1339,*,*,*,*,*
Solution,1339.1,1,1,1,3c,Caregiver Wellbeing
Solution,1339.2,1,1,1,3c,Caregiver Wellbeing
Solution,1339.3,1,1,1,3c,Caregiver Wellbeing
Solution,1339.4,1,1,0,3a,Caregiver Wellbeing
Problem,1340,1,0,1,6h,Symptoms
Solution,1340.1,0,1,1,3a,Caregiver Wellbeing
Problem,1341,*,*,*,*,*
Solution,1341.1,1,0,1,1d,Contact Professional For Assitance
Solution,1341.2,1,0,1,1d,Contact Professional For Assitance
Problem,1342,1,0,1,10a,General Information
Solution,1342.1,1,0,1,2a,Info Sources
Problem,1343,1,1,1,10a,General Information
Solution,1343.1,1,1,0,3c,Caregiver Wellbeing
Solution,1343.2,*,*,*,*,*
Problem,1344,1,1,1,4a,Medicines
Solution,1344.1,*,*,*,*,*
Solution,1344.2,*,*,*,*,*
Solution,1344.3,*,*,*,*,*
Solution,1344.4,*,*,*,*,*
Problem,1345,1,1,1,9a,Doctors and Nursing Homes
Solution,1345.1,1,0,1,1c,Contact Professional For Assitance
Problem,1346,*,*,*,*,*
Solution,1346.1,1,1,1,3a,Caregiver Wellbeing
Problem,1347,0,1,1,1a,Emotions of the Care Giver
Solution,1347.1,1,1,1,3a,Caregiver Wellbeing
Problem,1348,0,1,1,3b,Basic Hygiene
Solution,1348.1,1,0,1,1a,Contact Professional For Assitance
Problem,1349,1,1,1,5g,Legal Financial
Solution,1349.1,*,*,*,*,*
Solution,1349.2,1,1,1,3a,Caregiver Wellbeing
Problem,1350,1,1,1,7d,Physical Saftey
Solution,1350.1,*,*,*,*,*
Problem,1351,*,*,*,*,*
Problem,1352,1,1,1,3a,Basic Hygiene
Solution,1352.1,*,*,*,*,*
Problem,1353,1,1,1,10a,General Information
Problem,1354,1,1,1,3a,Basic Hygiene
Problem,1355,1,0,1,7c,Physical Saftey
Solution,1355.1,1,1,1,3c,Caregiver Wellbeing
Problem,1356,1,1,1,7c,Physical Saftey
Solution,1356.1,1,0,1,5a,Doctor Consultations
Solution,1356.2,0,1,1,3a,Caregiver Wellbeing
Solution,1356.3,1,0,1,7a,Safety
Problem,1357,1,1,1,9a,Doctors and Nursing Homes
Solution,1357.1,1,1,1,3c,Caregiver Wellbeing
Solution,1357.2,*,*,*,*,*
Problem,1358,1,1,1,4b,Medicines
Solution,1358.1,0,1,1,5a,Doctor Consultations
Problem,1359,1,1,0,9i,Doctors and Nursing Homes
Solution,1359.1,1,1,0,3c,Caregiver Wellbeing
Solution,1359.2,0,1,1,3b,Caregiver Wellbeing
Solution,1359.3,0,1,1,3b,Caregiver Wellbeing
Solution,1359.4,1,1,1,3a,Caregiver Wellbeing
Solution,1359.5,1,1,1,3a,Caregiver Wellbeing
Solution,1359.6,1,1,0,8c,Home Care/Nursing Homes
Problem,1360,1,1,1,2a,Conflicts
Solution,1360.1,0,1,1,3a,Caregiver Wellbeing
Problem,1361,1,1,1,8c,Ethics
Solution,1361.1,*,*,*,*,*
Problem,1362,1,1,0,6f,Symptoms
Solution,1362.1,0,1,1,3a,Caregiver Wellbeing
Solution,1362.2,1,1,1,2a,Info Sources
Problem,1363,1,1,0,10b,General Information
Solution,1363.1,1,1,1,3a,Caregiver Wellbeing
Problem,1364,1,0,1,9a,Doctors and Nursing Homes
Solution,1364.1,1,1,1,1c,Contact Professional For Assitance
Problem,1365,1,1,1,6k,Symptoms
Solution,1365.1,*,*,*,*,*
Solution,1365.2,1,0,1,1a,Contact Professional For Assitance
Problem,1366,1,0,1,6b,Symptoms
Solution,1366.1,1,1,1,3a,Caregiver Wellbeing
Solution,1366.2,1,0,1,2a,Info Sources
Problem,1367,1,1,0,2d,Conflicts
Solution,1367.1,*,*,*,*,*
Problem,1368,1,1,0,2d,Conflicts
Solution,1368.1,1,0,1,5e,Doctor Consultations
Solution,1368.2,0,1,1,5d,Doctor Consultations
Problem,1369,0,1,1,10a,General Information
Solution,1369.1,1,1,1,3a,Caregiver Wellbeing
Problem,1370,0,1,1,10a,General Information
Problem,1371,0,1,1,10a,General Information
Problem,1372,1,0,1,9h,Doctors and Nursing Homes
Solution,1372.1,1,1,1,3c,Caregiver Wellbeing
Problem,1373,1,0,1,6d,Symptoms
Solution,1373.1,1,1,1,4d,Strategies to handle the patient
Problem,1374,1,1,0,9e,Doctors and Nursing Homes
Solution,1374.1,1,1,0,3a,Caregiver Wellbeing
Problem,1375,0,1,1,8d,Ethics
Solution,1375.1,1,1,1,3a,Caregiver Wellbeing
Problem,1376,*,*,*,*,*
Solution,1376.1,1,1,1,2a,Info Sources
Problem,1377,1,0,1,9b,Doctors and Nursing Homes
Solution,1377.1,1,0,1,3d,Caregiver Wellbeing
Solution,1377.2,1,0,1,5a,Doctor Consultations
Problem,1378,1,0,1,6l,Symptoms
Solution,1378.1,*,*,*,*,*
Problem,1379,1,1,1,6f,Symptoms
Solution,1379.1,*,*,*,*,*
Problem,1380,1,1,1,6c,Symptoms
Solution,1380.1,1,0,1,1a,Contact Professional For Assitance
Problem,1381,1,1,1,2a,Conflicts
Solution,1381.1,1,1,1,3a,Caregiver Wellbeing
Problem,1382,1,1,1,6a,Symptoms
Solution,1382.1,*,*,*,*,*
Solution,1382.2,1,1,1,2a,Info Sources
Problem,1383,*,*,*,*,*
Solution,1383.1,*,*,*,*,*
Problem,1384,1,1,1,10a,General Information
Solution,1384.1,1,1,1,2a,Info Sources
Problem,1385,1,1,1,6k,Symptoms
Solution,1385.1,1,1,0,5a,Doctor Consultations
Problem,1386,1,0,1,2d,Conflicts
Problem,1387,1,0,1,2d,Conflicts
Problem,1388,1,0,1,3d,Basic Hygiene
Solution,1388.1,1,1,1,2a,Info Sources
Problem,1389,0,1,1,6e,Symptoms
Solution,1389.1,1,0,1,5a,Doctor Consultations
Solution,1389.2,1,1,1,2a,Info Sources
Problem,1390,0,1,1,6f,Symptoms
Solution,1390.1,*,*,*,*,*
Problem,1391,1,0,1,6f,Symptoms
Solution,1391.1,1,1,0,3c,Caregiver Wellbeing
Problem,1392,1,1,1,3a,Basic Hygiene
Solution,1392.1,1,0,1,1a,Contact Professional For Assitance
Problem,1393,1,1,1,6h,Symptoms
Solution,1393.1,1,1,0,3a,Caregiver Wellbeing
Problem,1394,1,1,0,2a,Conflicts
Solution,1394.1,1,1,1,3c,Caregiver Wellbeing
Solution,1394.2,1,1,1,3a,Caregiver Wellbeing
Problem,1395,0,1,1,6k,Symptoms
Solution,1395.1,1,1,0,3a,Caregiver Wellbeing
Solution,1395.2,1,1,1,3c,Caregiver Wellbeing
Problem,1396,1,1,0,6g,Symptoms
Problem,1397,1,1,1,2d,Conflicts
Solution,1397.1,1,1,1,3a,Caregiver Wellbeing
Problem,1398,1,1,0,2d,Conflicts
Problem,1399,1,1,1,3d,Basic Hygiene
Solution,1399.1,1,1,1,2a,Info Sources
Solution,1399.2,*,*,*,*,*
Problem,1400,1,1,1,5e,Legal Financial
Solution,1400.1,*,*,*,*,*
Problem,1401,1,1,1,10a,General Information
Solution,1401.1,1,0,1,1a,Contact Professional For Assitance
Problem,1402,1,1,1,6c,Symptoms
Solution,1402.1,1,1,1,3c,Caregiver Wellbeing
Solution,1402.2,1,1,1,3c,Caregiver Wellbeing
Solution,1402.3,0,1,1,3a,Caregiver Wellbeing
Problem,1403,1,1,1,3g,Basic Hygiene
Solution,1403.1,1,0,1,3a,Caregiver Wellbeing
Solution,1403.2,1,0,1,3a,Caregiver Wellbeing
Solution,1403.3,1,0,1,3a,Caregiver Wellbeing
Solution,1403.4,1,1,0,3a,Caregiver Wellbeing
Solution,1403.5,1,1,1,3c,Caregiver Wellbeing
Solution,1403.6,1,0,1,2a,Info Sources
Problem,1404,1,1,0,6a,Symptoms
Solution,1404.1,*,*,*,*,*
Problem,1405,*,*,*,*,*
Solution,1405.1,1,1,0,3a,Caregiver Wellbeing
Problem,1406,1,0,1,3c,Basic Hygiene
Problem,1407,1,1,1,5c,Legal Financial
Solution,1407.1,1,0,1,1a,Contact Professional For Assitance
Problem,1408,0,1,1,10a,General Information
Solution,1408.1,*,*,*,*,*
Problem,1409,0,1,1,1a,Emotions of the Care Giver
Solution,1409.1,*,*,*,*,*
Problem,1410,1,0,1,10a,General Information
Problem,1411,1,1,0,3c,Basic Hygiene
Solution,1411.1,1,0,1,9c,Personal Care
Problem,1412,1,1,1,6f,Symptoms
Solution,1412.1,1,1,0,3c,Caregiver Wellbeing
Solution,1412.2,1,1,0,3c,Caregiver Wellbeing
Solution,1412.3,1,1,0,3c,Caregiver Wellbeing
Solution,1412.4,1,1,0,3c,Caregiver Wellbeing
Solution,1412.5,1,1,0,3c,Caregiver Wellbeing
Solution,1412.6,1,1,0,3c,Caregiver Wellbeing
Solution,1412.7,1,1,0,3c,Caregiver Wellbeing
Solution,1412.8,1,0,1,2a,Info Sources
Problem,1413,*,*,*,*,*
Solution,1413.1,1,1,0,3c,Caregiver Wellbeing
Solution,1413.2,1,1,0,8c,Home Care/Nursing Homes
Solution,1413.3,1,1,1,3c,Caregiver Wellbeing
Problem,1414,1,1,0,10b,General Information
Solution,1414.1,1,1,0,3a,Caregiver Wellbeing
Problem,1415,1,1,1,7c,Physical Saftey
Solution,1415.1,1,1,1,3c,Caregiver Wellbeing
Problem,1416,1,1,0,5c,Legal Financial
Solution,1416.1,1,1,1,3a,Caregiver Wellbeing
Problem,1417,*,*,*,*,*
Solution,1417.1,1,0,1,3a,Caregiver Wellbeing
Solution,1417.2,1,1,1,1d,Contact Professional For Assitance
Problem,1418,1,1,1,6e,Symptoms
Solution,1418.1,1,1,1,5a,Doctor Consultations
Problem,1419,1,1,1,6b,Symptoms
Problem,1420,1,1,1,7c,Physical Saftey
Solution,1420.1,1,1,0,4c,Strategies to handle the patient
Solution,1420.2,1,1,0,4c,Strategies to handle the patient
Solution,1420.3,1,1,0,4c,Strategies to handle the patient
Problem,1421,1,0,1,6e,Symptoms
Solution,1421.1,1,1,1,5a,Doctor Consultations
Solution,1421.2,1,1,1,5a,Doctor Consultations
Solution,1421.3,1,1,1,5a,Doctor Consultations
Problem,1422,1,1,0,6g,Symptoms
Solution,1422.1,0,1,1,3a,Caregiver Wellbeing
Problem,1423,0,1,1,5g,Legal Financial
Solution,1423.1,1,1,0,1d,Contact Professional For Assitance
Solution,1423.2,1,1,1,1d,Contact Professional For Assitance
Problem,1424,0,1,1,6f,Symptoms
Solution,1424.1,1,0,1,4f,Strategies to handle the patient
Solution,1424.2,*,*,*,*,*
Problem,1425,1,1,1,6c,Symptoms
Solution,1425.1,1,1,1,2a,Info Sources
Problem,1426,*,*,*,*,*
Solution,1426.1,1,1,1,3a,Caregiver Wellbeing
Problem,1427,0,1,1,9a,Doctors and Nursing Homes
Solution,1427.1,1,1,1,2a,Info Sources
Problem,1428,1,1,1,9f,Doctors and Nursing Homes
Solution,1428.1,0,1,1,3a,Caregiver Wellbeing
Problem,1429,*,*,*,*,*
Solution,1429.1,1,1,0,3a,Caregiver Wellbeing
Problem,1430,1,1,1,6f,Symptoms
Solution,1430.1,*,*,*,*,*
Problem,1431,1,1,1,10a,General Information
Solution,1431.1,1,1,1,2a,Info Sources
Problem,1432,1,1,1,3a,Basic Hygiene
Solution,1432.1,*,*,*,*,*
Problem,1433,1,1,1,3a,Basic Hygiene
Problem,1434,*,*,*,*,*
Solution,1434.1,0,1,1,3a,Caregiver Wellbeing
Solution,1434.2,*,*,*,*,*
Problem,1435,*,*,*,*,*
Problem,1436,1,1,0,2d,Conflicts
Solution,1436.1,1,0,1,8c,Home Care/Nursing Homes
Problem,1437,1,1,1,3c,Basic Hygiene
Solution,1437.1,0,1,1,3c,Caregiver Wellbeing
Solution,1437.2,1,1,1,2a,Info Sources
Problem,1438,*,*,*,*,*
Solution,1438.1,1,1,0,3c,Caregiver Wellbeing
Solution,1438.2,1,1,1,3a,Caregiver Wellbeing
Problem,1439,1,0,1,10a,General Information
Solution,1439.1,1,1,1,3c,Caregiver Wellbeing
Solution,1439.2,1,1,1,2a,Info Sources
Solution,1439.3,*,*,*,*,*
Problem,1440,1,1,0,9a,Doctors and Nursing Homes
Solution,1440.1,*,*,*,*,*
Solution,1440.2,1,1,0,8h,Home Care/Nursing Homes
Problem,1441,1,1,1,6e,Symptoms
Solution,1441.1,1,0,1,5a,Doctor Consultations
Problem,1442,1,1,1,5c,Legal Financial
Solution,1442.1,1,0,1,1a,Contact Professional For Assitance
Problem,1443,*,*,*,*,*
Solution,1443.1,1,0,1,3a,Caregiver Wellbeing
Problem,1444,1,0,1,1b,Emotions of the Care Giver
Solution,1444.1,1,0,1,1c,Contact Professional For Assitance
Solution,1444.2,0,1,1,3a,Caregiver Wellbeing
Problem,1445,1,1,1,9f,Doctors and Nursing Homes
Solution,1445.1,1,1,0,3c,Caregiver Wellbeing
Solution,1445.2,1,1,1,3a,Caregiver Wellbeing
Solution,1445.3,1,1,0,3c,Caregiver Wellbeing
Problem,1446,1,0,1,6b,Symptoms
Solution,1446.1,0,1,1,3b,Caregiver Wellbeing
Solution,1446.2,0,1,1,3a,Caregiver Wellbeing
Problem,1447,1,1,1,10a,General Information
Solution,1447.1,1,1,1,2a,Info Sources
Problem,1448,1,0,1,1a,Emotions of the Care Giver
Solution,1448.1,1,1,1,3c,Caregiver Wellbeing
Solution,1448.2,1,1,0,3a,Caregiver Wellbeing
Problem,1449,*,*,*,*,*
Solution,1449.1,1,1,0,2a,Info Sources
Problem,1450,1,1,1,7g,Physical Saftey
Solution,1450.1,*,*,*,*,*
Solution,1450.2,1,0,1,1a,Contact Professional For Assitance
Problem,1451,1,1,1,4a,Medicines
Solution,1451.1,1,1,1,2a,Info Sources
Problem,1452,1,1,0,2b,Conflicts
Solution,1452.1,1,1,1,2a,Info Sources
Problem,1453,*,*,*,*,*
Solution,1453.1,1,1,0,3a,Caregiver Wellbeing
Problem,1454,1,0,1,3d,Basic Hygiene
Solution,1454.1,1,1,1,3a,Caregiver Wellbeing
Problem,1455,*,*,*,*,*
Solution,1455.1,1,1,1,3a,Caregiver Wellbeing
Solution,1455.2,1,1,1,3a,Caregiver Wellbeing
Problem,1456,*,*,*,*,*
Solution,1456.1,1,1,0,3a,Caregiver Wellbeing
Solution,1456.2,1,1,1,3a,Caregiver Wellbeing
Problem,1457,1,0,1,6a,Symptoms
Solution,1457.1,1,0,1,1c,Contact Professional For Assitance
Problem,1458,0,1,1,5d,Legal Financial
Solution,1458.1,1,0,1,1a,Contact Professional For Assitance
Problem,1459,1,1,0,10b,General Information
Solution,1459.1,1,1,1,2a,Info Sources
Problem,1460,1,0,1,6f,Symptoms
Solution,1460.1,1,0,1,2a,Info Sources
Problem,1461,0,1,1,6b,Symptoms
Solution,1461.1,*,*,*,*,*
Problem,1462,1,1,0,6c,Symptoms
Solution,1462.1,1,1,1,3a,Caregiver Wellbeing
Problem,1463,1,0,1,9a,Doctors and Nursing Homes
Solution,1463.1,1,1,0,3c,Caregiver Wellbeing
Solution,1463.2,1,1,1,3a,Caregiver Wellbeing
Problem,1464,1,0,1,6b,Symptoms
Problem,1465,1,0,1,6b,Symptoms
Problem,1466,1,1,1,6f,Symptoms
Solution,1466.1,1,1,1,2a,Info Sources
Solution,1466.2,*,*,*,*,*
Solution,1466.3,0,1,1,3b,Caregiver Wellbeing
Solution,1466.4,0,1,1,3b,Caregiver Wellbeing
Problem,1467,1,1,1,6f,Symptoms
Problem,1468,1,1,1,2d,Conflicts
Solution,1468.1,1,0,1,1a,Contact Professional For Assitance
Problem,1469,1,0,1,8e,Ethics
Solution,1469.1,1,0,1,2a,Info Sources
Problem,1470,1,1,1,6f,Symptoms
Solution,1470.1,*,*,*,*,*
Problem,1471,*,*,*,*,*
Solution,1471.1,1,1,0,3a,Caregiver Wellbeing
Problem,1472,*,*,*,*,*
Solution,1472.1,0,1,1,3b,Caregiver Wellbeing
Solution,1472.2,1,1,1,3c,Caregiver Wellbeing
Solution,1472.3,*,*,*,*,*
Problem,1473,1,0,1,6c,Symptoms
Solution,1473.1,*,*,*,*,*
Problem,1474,1,0,1,6c,Symptoms
Problem,1475,1,1,0,2d,Conflicts
Solution,1475.1,1,1,1,8e,Home Care/Nursing Homes
Problem,1476,1,0,1,3c,Basic Hygiene
Solution,1476.1,1,1,0,8a,Home Care/Nursing Homes
Problem,1477,1,0,1,3c,Basic Hygiene
Problem,1478,1,0,1,10a,General Information
Solution,1478.1,1,1,1,2a,Info Sources
Problem,1479,1,1,1,6k,Symptoms
Solution,1479.1,1,1,1,2a,Info Sources
Problem,1480,0,1,1,6o,Symptoms
Solution,1480.1,1,0,1,1a,Contact Professional For Assitance
Problem,1481,1,1,0,7h,Physical Saftey
Solution,1481.1,1,1,1,1a,Contact Professional For Assitance
Problem,1482,1,0,1,2a,Conflicts
Solution,1482.1,*,*,*,*,*
Problem,1483,1,0,1,6b,Symptoms
Solution,1483.1,1,0,1,2a,Info Sources
Solution,1483.2,1,0,1,2a,Info Sources
Solution,1483.3,1,0,1,1a,Contact Professional For Assitance
Problem,1484,1,1,1,3c,Basic Hygiene
Solution,1484.1,1,0,1,1a,Contact Professional For Assitance
Problem,1485,1,0,1,6b,Symptoms
Solution,1485.1,1,1,1,8f,Home Care/Nursing Homes
Problem,1486,1,1,1,6a,Symptoms
Solution,1486.1,1,1,1,3c,Caregiver Wellbeing
Solution,1486.2,1,1,1,3c,Caregiver Wellbeing
Solution,1486.3,1,1,1,4b,Strategies to handle the patient
Solution,1486.4,*,*,*,*,*
Problem,1487,1,1,1,9a,Doctors and Nursing Homes
Solution,1487.1,*,*,*,*,*
Solution,1487.2,*,*,*,*,*
Problem,1488,1,1,1,10a,General Information
Solution,1488.1,1,1,1,2a,Info Sources
Problem,1489,1,1,0,9a,Doctors and Nursing Homes
Solution,1489.1,1,1,1,3c,Caregiver Wellbeing
Solution,1489.2,1,0,1,2a,Info Sources
Problem,1490,1,1,0,7h,Physical Saftey
Solution,1490.1,1,0,1,1a,Contact Professional For Assitance
Problem,1491,*,*,*,*,*
Solution,1491.1,1,1,0,8h,Home Care/Nursing Homes
Problem,1492,1,1,1,3c,Basic Hygiene
Solution,1492.1,1,1,0,9c,Personal Care
Solution,1492.2,1,1,0,3a,Caregiver Wellbeing
Problem,1493,1,0,1,9h,Doctors and Nursing Homes
Solution,1493.1,1,1,0,8a,Home Care/Nursing Homes
Problem,1494,*,*,*,*,*
Solution,1494.1,0,1,1,3a,Caregiver Wellbeing
Problem,1495,1,1,1,9i,Doctors and Nursing Homes
Solution,1495.1,*,*,*,*,*
Problem,1496,*,*,*,*,*
Solution,1496.1,1,0,1,2a,Info Sources
Problem,1497,1,0,1,3b,Basic Hygiene
Solution,1497.1,1,1,1,3c,Caregiver Wellbeing
Solution,1497.2,1,1,0,3c,Caregiver Wellbeing
Problem,1498,1,1,1,6b,Symptoms
Solution,1498.1,*,*,*,*,*
Solution,1498.2,1,1,1,5a,Doctor Consultations
Problem,1499,1,0,1,6b,Symptoms
Solution,1499.1,*,*,*,*,*
Problem,1500,1,0,1,7d,Physical Saftey
Solution,1500.1,1,1,1,2a,Info Sources
Problem,1501,1,1,0,9f,Doctors and Nursing Homes
Solution,1501.1,*,*,*,*,*
Problem,1502,1,0,1,3a,Basic Hygiene
Solution,1502.1,*,*,*,*,*
Problem,1503,*,*,*,*,*
Solution,1503.1,*,*,*,*,*
Solution,1503.2,1,1,0,3a,Caregiver Wellbeing
Problem,1504,1,1,0,5h,Legal Financial
Solution,1504.1,1,0,1,5a,Doctor Consultations
Problem,1505,*,*,*,*,*
Solution,1505.1,1,0,1,2a,Info Sources
Problem,1506,1,1,1,6k,Symptoms
Solution,1506.1,1,1,0,3c,Caregiver Wellbeing
Solution,1506.2,1,1,1,2a,Info Sources
Problem,1507,1,1,1,6k,Symptoms
Problem,1508,1,1,1,6c,Symptoms
Solution,1508.1,1,1,1,1a,Contact Professional For Assitance
Problem,1509,1,0,1,3c,Basic Hygiene
Solution,1509.1,1,0,1,9c,Personal Care
Solution,1509.2,1,0,1,9c,Personal Care
Solution,1509.3,*,*,*,*,*
Solution,1509.4,1,0,1,3d,Caregiver Wellbeing
Solution,1509.5,*,*,*,*,*
Problem,1510,*,*,*,*,*
Solution,1510.1,1,0,1,8e,Home Care/Nursing Homes
Problem,1511,1,0,1,2b,Conflicts
Solution,1511.1,1,1,1,3c,Caregiver Wellbeing
Solution,1511.2,1,1,1,3a,Caregiver Wellbeing
Problem,1512,1,1,1,6b,Symptoms
Solution,1512.1,1,0,1,2a,Info Sources
Solution,1512.2,1,0,1,3a,Caregiver Wellbeing
Solution,1512.3,1,1,1,3a,Caregiver Wellbeing
Problem,1513,1,1,1,1a,Emotions of the Care Giver
Problem,1514,0,1,1,6k,Symptoms
Solution,1514.1,1,1,0,2a,Info Sources
Problem,1515,1,1,1,6e,Symptoms
Solution,1515.1,1,1,1,2a,Info Sources
Problem,1516,1,1,1,9b,Doctors and Nursing Homes
Solution,1516.1,1,1,0,3a,Caregiver Wellbeing
Problem,1517,1,1,1,2d,Conflicts
Solution,1517.1,1,0,1,5b,Doctor Consultations
Problem,1518,1,1,1,9e,Doctors and Nursing Homes
Solution,1518.1,1,1,0,8h,Home Care/Nursing Homes
Problem,1519,1,0,1,6b,Symptoms
Solution,1519.1,1,1,1,3a,Caregiver Wellbeing
Solution,1519.2,1,1,1,3c,Caregiver Wellbeing
Solution,1519.3,*,*,*,*,*
Solution,1519.4,0,1,1,3a,Caregiver Wellbeing
Solution,1519.5,1,1,1,3c,Caregiver Wellbeing
Solution,1519.6,0,1,1,3a,Caregiver Wellbeing
Problem,1520,1,1,1,6c,Symptoms
Solution,1520.1,1,0,1,1a,Contact Professional For Assitance
Problem,1521,*,*,*,*,*
Solution,1521.1,1,1,0,2a,Info Sources
Problem,1522,1,1,0,2d,Conflicts
Solution,1522.1,1,1,1,3c,Caregiver Wellbeing
Solution,1522.2,*,*,*,*,*
Problem,1523,1,1,1,6f,Symptoms
Solution,1523.1,1,1,1,3a,Caregiver Wellbeing
Solution,1523.2,0,1,1,3a,Caregiver Wellbeing
Problem,1524,0,1,1,1b,Emotions of the Care Giver
Solution,1524.1,1,1,1,2a,Info Sources
Problem,1525,1,1,1,3c,Basic Hygiene
Solution,1525.1,1,1,1,2a,Info Sources
Problem,1526,0,1,1,2a,Conflicts
Solution,1526.1,1,1,0,8e,Home Care/Nursing Homes
Solution,1526.2,1,1,0,3a,Caregiver Wellbeing
Problem,1527,0,1,1,1a,Emotions of the Care Giver
Solution,1527.1,1,1,1,2a,Info Sources
Problem,1528,1,1,1,3a,Basic Hygiene
Solution,1528.1,0,1,1,3c,Caregiver Wellbeing
Solution,1528.2,1,1,1,4a,Strategies to handle the patient
Problem,1529,1,0,1,6k,Symptoms
Solution,1529.1,1,1,1,2a,Info Sources
Problem,1530,0,1,1,10a,General Information
Solution,1530.1,1,1,1,2a,Info Sources
Problem,1531,1,1,1,7g,Physical Saftey
Solution,1531.1,1,1,1,3c,Caregiver Wellbeing
Problem,1532,1,1,0,9a,Doctors and Nursing Homes
Solution,1532.1,*,*,*,*,*
Problem,1533,1,1,0,10a,General Information
Solution,1533.1,1,1,1,2a,Info Sources
Problem,1534,1,1,1,6b,Symptoms
Solution,1534.1,*,*,*,*,*
Solution,1534.2,1,1,1,3c,Caregiver Wellbeing
Problem,1535,1,1,1,10a,General Information
Solution,1535.1,1,0,1,2a,Info Sources
Problem,1536,1,1,1,3a,Basic Hygiene
Solution,1536.1,1,0,1,4a,Strategies to handle the patient
Problem,1537,1,1,0,5g,Legal Financial
Solution,1537.1,1,1,0,3a,Caregiver Wellbeing
Problem,1538,1,1,1,6e,Symptoms
Solution,1538.1,1,0,1,5a,Doctor Consultations
Problem,1539,*,*,*,*,*
Problem,1540,1,1,0,10b,General Information
Solution,1540.1,1,0,1,8g,Home Care/Nursing Homes
Problem,1541,0,1,1,9g,Doctors and Nursing Homes
Solution,1541.1,1,1,0,3c,Caregiver Wellbeing
Solution,1541.2,*,*,*,*,*
Solution,1541.3,*,*,*,*,*
Solution,1541.4,*,*,*,*,*
Problem,1542,1,1,0,2a,Conflicts
Solution,1542.1,1,1,1,3a,Caregiver Wellbeing
Solution,1542.2,1,1,1,3a,Caregiver Wellbeing
Problem,1543,1,1,1,10a,General Information
Solution,1543.1,1,1,1,2a,Info Sources
Solution,1543.2,1,0,1,2a,Info Sources
Problem,1544,*,*,*,*,*
Solution,1544.1,1,0,1,2a,Info Sources
Problem,1545,0,1,1,8d,Ethics
Solution,1545.1,1,1,0,3c,Caregiver Wellbeing
Solution,1545.2,*,*,*,*,*
Solution,1545.3,1,1,0,3c,Caregiver Wellbeing
Solution,1545.4,1,1,0,3a,Caregiver Wellbeing
Problem,1546,*,*,*,*,*
Solution,1546.1,1,1,0,3a,Caregiver Wellbeing
Problem,1547,0,1,1,10a,General Information
Solution,1547.1,*,*,*,*,*
